description,artist,album,format,extra
USED - Bullshit Market - Wanda Park Cassette,Bullshit Market,Wanda Park,Cassette,White Shell 2021
USED - Bloody Agony – Promo Tape 2021,Bloody Agony,Promo Tape 2021,Cassette,Black Shell 2021
USED - Creak / XCHNUM MIIIMIIIKRY - Split Cassette,Creak / XCHNUM MIIIMIIIKRY,Split,Cassette,Glitter Shell 2020
USED - Heksebrann – Eljudnir Cassette,Heksebrann,Eljudnir,Cassette,Yellow 2021 press
Seed Of Cain - The Gracious Misery Cassette,Seed Of Cain,The Gracious Misery,Cassette,B/W Insert w/ Clear Shell 2021
Seed Of Cain - The Gracious Misery Cassette,Seed Of Cain,The Gracious Misery,Cassette,Blue Reflective Insert w/ Clear Shell 2021
Systematic Elimination - Advanced Formations Cassette,Systematic Elimination,Advanced Formations,Cassette,Black Shell 2021
USED - Vuajtje – Womb Of The Earth Cassette,Vuajtje,Womb Of The Earth,Cassette,Smoke Shell 2021
USED - Thronum Vrondor - Vrondor II: Conducting The Orchestra Of Evil CD,Thronum Vrondor,Vrondor II: Conducting The Orchestra Of Evil C,CD,CD 2009
Grief - ...And Man Will Become The Hunted 2xLP,Grief,...And Man Will Become The Hunted,Vinyl,Oxblood 2023 press vinyl
Grief - Turbulent Times 2xLP,Grief,Turbulent Times,Vinyl,White Smoke 2023 press (lim/400)
Scitalis CD 2-Pack,Scitalis CD 2,Pack,CD,2 x CDs
Purgatory - Lawless To Grave LP,Purgatory,Lawless To Grave,Vinyl,Clear w/ Purple Splatter 1st press
Purgatory - Lawless To Grave LP,Purgatory,Lawless To Grave,Vinyl,Deep Red 1st press
"Ultha - Floors Of Heaven 7""",Ultha,Floors Of Heaven,Vinyl,Red 2021 press vinyl
Atrament - Eternal Downfall LP,Atrament,Eternal Downfall,Vinyl,Black 2016 press vinyl
Dakhma - Suna Kulto LP,Dakhma,Suna Kulto,Vinyl,Splatter 2017 press vinyl
BLEMISH - The Great Sabatini - Matterhorn LP,BLEMISH,The Great Sabatini - Matterhorn,Vinyl,Coke Bottle Clear 2012 press
Inanimate Existence - The Masquerade LP,Inanimate Existence,The Masquerade,Vinyl,"""Masquerade"" 2022 press vinyl"
Relics Of Humanity - Obscuration LP,Relics Of Humanity,Obscuration,Vinyl,Orange/Red 2019 press
Seizures - Reverie Of The Revolving Diamond LP,Seizures,Reverie Of The Revolving Diamond,Vinyl,Blue 2019 press vinyl
BLEMISH - Praag – Souzdarmah LP,BLEMISH,Praag – Souzdarmah,Vinyl,Red 2015 press vinyl
BLEMISH - Anne - Dream Punx LP,BLEMISH,Anne - Dream Punx,Vinyl,Clear 2012 press vinyl
Kataplexis - Kataplexis LP,Kataplexis,Kataplexis,Vinyl,Black 2018 press vinyl
Nionde Plågan – Frustration LP,Nionde Plågan,Frustration,Vinyl,Black 2015 press vinyl
BLEMISH - Vesen - This Time It's Personal LP,BLEMISH,Vesen - This Time It's Personal,Vinyl,Black 2012 press vinyl
Cortez - Initial LP,Cortez,Initial,Vinyl,Black 2016 press vinyl
"Finisterre - Hexis 12""",Finisterre,Hexis,Vinyl,Clear 2013 press vinyl
"Oak – Your Mess As Much As Mine 12""",Oak,Your Mess As Much As Mine,Vinyl,Red/Black Swirl 2017 press
Death Mercedes – Sans Éclat LP,Death Mercedes,Sans Éclat,Vinyl,Red 2013 press vinyl
Lilim - Weighted Ghosts LP,Lilim,Weighted Ghosts,Vinyl,Clear w/ Splatter 2020 press
BLEMISH - Suicide Silence - You Can't Stop Me LP,BLEMISH,Suicide Silence - You Can't Stop Me,Vinyl,Black 2014 press vinyl
BLEMISH  - Violent Breakfast – Nient'Altro Che Tempo LP,BLEMISH,Violent Breakfast – Nient'Altro Che Tempo,Vinyl,Black 2007 press vinyl
Trainwreck - If There's Light It Will Find You LP,Trainwreck,If There's Light It Will Find You,Vinyl,Black 2011 press vinyl
Merkabah - Million Miles 2xLP,Merkabah,Million Miles,Vinyl,Gold 2017 press vinyl
The Hirsch Effekt - Holon : Hiberno LP,The Hirsch Effekt,Holon : Hiberno,Vinyl,Black 2011 press vinyl
Closet Burner – Disappointment. Death. Dishonor LP,Closet Burner,Disappointment. Death. Dishonor,Vinyl,Black 2016 press vinyl
Closet Burner – Disappointment. Death. Dishonor LP,Closet Burner,Disappointment. Death. Dishonor,Vinyl,Clear 2016 press vinyl
Deluminator - Built To Kill LP,Deluminator,Built To Kill,Vinyl,Blue/Black Marble 2016 press
Aethereus - Absentia LP,Aethereus,Absentia,Vinyl,Purple w/ Splatter 2018 press
Vorvan - Once Love Was Lost 2xLP,Vorvan,Once Love Was Lost,Vinyl,Marbled 2016 press vinyl
BLEMISH - Yakuza Horror – ...Y Vendrán Mil Años Más LP,BLEMISH,Yakuza Horror – ...Y Vendrán Mil Años Más,Vinyl,Black 2008 press vinyl
Thirty Nights Of Violence - You'll See Me Up There LP,Thirty Nights Of Violence,You'll See Me Up There,Vinyl,Smoke 2020 press vinyl
Hexis - Tando Ashanti LP,Hexis,Tando Ashanti,Vinyl,Clear 2017 press vinyl
Cold Hard Truth - Deliver The Fear LP,Cold Hard Truth,Deliver The Fear,Vinyl,Red 2019 press vinyl
"No Omega – Occupants 12""",No Omega,Occupants,Vinyl,Clear w/ Splatter 2015 press
"USED - Hayaino Daisuki – The Invincible Gate Mind Of The Infernal Fire Hell, Or Did You Mean Hawaii Daisuki? CD",Hayaino Daisuki,"The Invincible Gate Mind Of The Infernal Fire Hell, Or Did You Mean Hawaii Daisuki? C",CD,CD 2010 w/ Hard Case
Fortress Black - I.N.R.I. LP,Fortress Black,I.N.R.I.,Vinyl,Clear w/ Splatter 2015 press
Satan – Toutes Ces Horreurs LP,Satan,Toutes Ces Horreurs,Vinyl,Black 2020 press vinyl
Steaksauce Mustache - Superwoke LP,Steaksauce Mustache,Superwoke,Vinyl,Blue w/ Splatter 2020 press
To Languish – Sown LP,To Languish,Sown,Vinyl,Purple 2019 press vinyl
Wayste – The Flesh And Blood LP,Wayste,The Flesh And Blood,Vinyl,Yellow/Red 2018 press
Wreck & Reference – Black Cassette LP,Wreck & Reference,Black Cassette,Vinyl,White 2011 press vinyl
Yurodivy - Tell Me When The Party's Over LP,Yurodivy,Tell Me When The Party's Over,Vinyl,Pink 2020 press vinyl
Dead Congregation - Promulgation Of The Fall Cassette,Dead Congregation,Promulgation Of The Fall,Cassette,Cassette 2022
Poolside At The Flamingo - This Will End Badly... Tape,Poolside At The Flamingo,This Will End Badly...,Cassette,Red Shell 2023
Extispex / Muzgash – Split Cassette,Extispex / Muzgash,Split,Cassette,Black Shell 2022
Maeglin – Träume Der Trauer Cassette,Maeglin,Träume Der Trauer,Cassette,Printed Shell 2023
Whispers Of Umbar – Schlafende Alpenwälder Tape,Whispers Of Umbar,Schlafende Alpenwälder,Cassette,Clear Shell 2022
Black September - Demo CDr,Black September,Demo CDr,CD,Black Print CD 2007 (num/96)
Black September - Demo CDr,Black September,Demo CDr,CD,Red Print CD 2007 (num/25)
Celestial Sword & Upir – Cold Invocation Of Scarlet Night LP,Celestial Sword & Upir,Cold Invocation Of Scarlet Night,Vinyl,Black 2022 press vinyl
Glemt / Unholy Vampyric Slaughter Sect / Crucifixion Bell / Celestial Sword – What Sin Hath Twisted LP,Glemt / Unholy Vampyric Slaughter Sect / Crucifixion Bell / Celestial Sword,What Sin Hath Twisted,Vinyl,Black 2022 press vinyl
Glemt / Unholy Vampyric Slaughter Sect / Crucifixion Bell / Celestial Sword – What Sin Hath Twisted LP,Glemt / Unholy Vampyric Slaughter Sect / Crucifixion Bell / Celestial Sword,What Sin Hath Twisted,Vinyl,Red 2022 press vinyl
Ashtar - Ilmasaari LP,Ashtar,Ilmasaari,Vinyl,Purple w/ Splatter 2015 press
"Dark Circles / Abstracter - Split 12""",Dark Circles / Abstracter,Split,Vinyl,Green 2016 press vinyl
Dead To A Dying World - Litany 2xLP,Dead To A Dying World,Litany,Vinyl,Gold w/ Black Splatter 2015 press
Église - Église LP,Église,Église,Vinyl,Clear w/ Splatter 2016 press
Église - Église LP,Église,Église,Vinyl,Clear w/ Splatter 2016 press w/ OBI strip
"Things Fall Apart - Things Fall Apart 12""",Things Fall Apart,Things Fall Apart,Vinyl,Clear 2016 press vinyl
Whatever It Takes - Death Blow LP,Whatever It Takes,Death Blow,Vinyl,Orange 2016 press vinyl
Wreck And Reference - Want LP,Wreck And Reference,Want,Vinyl,Black 2014 press vinyl
Abduction - To Further Dreams Of Failure LP,Abduction,To Further Dreams Of Failure,Vinyl,Black 2020 press vinyl
400 The Cat - STF Helix Nebula LP,400 The Cat,STF Helix Nebula,Vinyl,Black 2013 press vinyl
Hessian – Mànégarmr LP,Hessian,Mànégarmr,Vinyl,Black 2013 press vinyl
BLEMISH - Hurricäde – Anachronisms LP,BLEMISH,Hurricäde – Anachronisms,Vinyl,Black 2014 press vinyl
"Raiden - The Devil's Handprint / The Killing Fist 12""",Raiden,The Devil's Handprint / The Killing Fist,Vinyl,Black 2020 press vinyl
"Trencher - All Suffering Soon To End 12""",Trencher,All Suffering Soon To End,Vinyl,White/Red 2011 press
BLEMISH - Prissy Whip - Swallow LP,BLEMISH,Prissy Whip - Swallow,Vinyl,Pink 2019 press vinyl
"Earth Moves - The Truth In Our Bodies 12""",Earth Moves,The Truth In Our Bodies,Vinyl,Clear 2016 press vinyl
The Hirsch Effekt / Zinnschauer - Split LP,The Hirsch Effekt / Zinnschauer,Split,Vinyl,Black 2013 press vinyl
"Vyst – Bad News Travel Slowly 12""",Vyst,Bad News Travel Slowly,Vinyl,Black 2012 press vinyl
BLEMISH - Auroch - From Forgotten Worlds LP,BLEMISH,Auroch - From Forgotten Worlds,Vinyl,Mix 2016 press vinyl
Bedsore - Hypnagogic Hallucinations LP,Bedsore,Hypnagogic Hallucinations,Vinyl,Merge w/ Splatter 2020 press
Bedsore - Hypnagogic Hallucinations LP,Bedsore,Hypnagogic Hallucinations,Vinyl,Butterly 2021 press vinyl
BLEMISH - Thin - Dawn LP,BLEMISH,Thin - Dawn,Vinyl,Clear w/ Orange 2020 press
Sinistral King - Serpent Uncoiling LP,Sinistral King,Serpent Uncoiling,Vinyl,Black 2020 press vinyl
Sinistral King - Serpent Uncoiling LP,Sinistral King,Serpent Uncoiling,Vinyl,Gold 2020 press vinyl
USED - Drelnoch / Pyre Of Black Roses - Split Tape,relnoch / Pyre Of Black Roses,Split,Cassette,White Shell 2022 press
USED - Goifer – Grabschlöfer Cassette,Goifer,Grabschlöfer,Cassette,Bronze Shell 2021 press
USED - Kirous – Ikuiseen Tuleen Cassette,Kirous,Ikuiseen Tuleen,Cassette,White Shell 2021 press
USED - Mrtva Vod - Flora Of Evil Cassette,Mrtva Vod,Flora Of Evil,Cassette,Black Shell 2021 press
USED - Vel'Har – Letanía I Cassette,Vel'Har,Letanía I,Cassette,Gold Shell 2021 press
USED - Ifernach – Four Fatal Amulets CD,Ifernach,Four Fatal Amulets C,CD,Digipak 2021
USED - Sulpur – Embracing Hatred And Beckoning Darkness CD,ulpur,Embracing Hatred And Beckoning Darkness C,CD,Digipak 2021
Adolyne – Of Ash / Of Shit / Of Shame LP,Adolyne,Of Ash / Of Shit / Of Shame,Vinyl,Amber 2015 press vinyl
Cleanteeth ‎– Pushing Rope 2xLP,Cleanteeth ‎,Pushing Rope,Vinyl,Swirl 2014 press vinyl
Revok – Grief Is My New Moniker LP,Revok,Grief Is My New Moniker,Vinyl,Clear w/ Splatter 2011 press
Black Table – Sentinel LP,Black Table,Sentinel,Vinyl,Black 2013 press vinyl
USED - Dïatrïbe – Odite Sermonis LP,ïatrïbe,Odite Sermonis,Vinyl,Black 2021 press vinyl
USED - Frostrike – Ett Ödelagt Rike I Ruiner Av Hat... (Slutet Av Allt Vi Drömde) LP,Frostrike,Ett Ödelagt Rike I Ruiner Av Hat... (Slutet Av Allt Vi Drömde),Vinyl,Black 2020 press vinyl
USED - Leeches – A Plague In The Heart of Light LP,Leeches,A Plague In The Heart of Light,Vinyl,Black 2020 press vinyl
USED - Madryal – Nuclear Winter LP,Madryal,Nuclear Winter,Vinyl,Black 2021 press vinyl
"Geist - Disrepair 12""",Geist,Disrepair,Vinyl,Marbled 2017 press vinyl
Northless - Last Bastion Of Cowardice 2xLP,Northless,Last Bastion Of Cowardice,Vinyl,Orange 2017 press vinyl
BLEMISH - Rutka Laskier – Protiklady LP,BLEMISH,Rutka Laskier – Protiklady,Vinyl,Black 2018 press vinyl
The Fifth Alliance - The Depth Of The Darkness LP,The Fifth Alliance,The Depth Of The Darkness,Vinyl,Grey w/ Splatter 2019 press
Auroch - Mute Books LP,Auroch,Mute Books,Vinyl,Silver/Black Merge 2017 press
Devangelic - Ersetu LP,Devangelic,Ersetu,Vinyl,Green w/ Black Splatter 2020 press
Modern Rituals - This Is The History LP,Modern Rituals,This Is The History,Vinyl,Blue/Silver Moonphase 2020 press
Myth Of I - Myth Of I LP,Myth Of I,Myth Of I,Vinyl,"""Kiwi"" 2020 press vinyl"
Twins - Soon LP,Twins,Soon,Vinyl,Alt Cover w/ Blue 2019 press (#17/20)
Zan - Behold The Key LP,Zan,Behold The Key,Vinyl,Black 2020 press vinyl
Bréag Naofa – II LP,Bréag Naofa,II,Vinyl,Red 2017 press vinyl
Khmer - Larga Sombra LP,Khmer,Larga Sombra,Vinyl,Alt Cover w/ Black 2017 press
"L'Échelle De Mohs / Solar Skeletons - Split 12""",L'Échelle De Mohs / Solar Skeletons,Split,Vinyl,Black 2010 press vinyl
BLEMISH - Lite - Cubic LP,BLEMISH,Lite - Cubic,Vinyl,Blue 2016 press vinyl
Earth Moves – Human Intricacy LP,Earth Moves,Human Intricacy,Vinyl,Silver/Blue 2019 press
Ghosts Of Glaciers – The Greatest Burden LP,Ghosts Of Glaciers,The Greatest Burden,Vinyl,Merge w/ Splatter 2019 press
Landscapes - Modern Earth LP,Landscapes,Modern Earth,Vinyl,Blue w/ Splatter 2016 press
Lume - Perennial Phase LP,Lume,Perennial Phase,Vinyl,Coke Clear w/ Haze 2016 press
Verdun - Astral Sabbath 2xLP,Verdun,Astral Sabbath,Vinyl,Gold/White Marbled 2019 press
Aseethe – Hopes Of Failure LP,Aseethe,Hopes Of Failure,Vinyl,Black 2017 press vinyl
Aseethe – Throes LP,Aseethe,Throes,Vinyl,White 2019 press vinyl
Younger Us – Graustark LP,Younger Us,Graustark,Vinyl,Clear 2015 press vinyl
Murder Made God – Endless Return LP,Murder Made God,Endless Return,Vinyl,Gold 2019 press vinyl
Sangharsha – अन्त्य LP,Sangharsha,अन्त्य,Vinyl,Black 2017 press vinyl
Unmerciful – Ravenous Impulse LP,Unmerciful,Ravenous Impulse,Vinyl,Black 2016 press vinyl
Cryptodira - The Angel Of History LP,Cryptodira,The Angel Of History,Vinyl,Green/Red Swirl 2020 press
Dead Empires – Designed to Disappear LP,Dead Empires,Designed to Disappear,Vinyl,Gold/Haze 2018 press
"Hourvari - Hourvari 12""",Hourvari,Hourvari,Vinyl,Black 2013 press vinyl
BLEMISH - Invoking The Abstract – Aural Kaleidoscopes LP,BLEMISH,Invoking The Abstract – Aural Kaleidoscopes,Vinyl,Black w/ Cyan 2016 press
Plague Walker – Para Mis Enemigos LP,Plague Walker,Para Mis Enemigos,Vinyl,Black 2020 press vinyl
Red Apollo – Altruist 2xLP,Red Apollo,Altruist,Vinyl,Black 2015 press vinyl
Ephemeral - Tower Of Silence CD,Ephemeral,Tower Of Silence,CD,CD 2023
"USED - Hostile Heyday - Wallow 7""",Hostile Heyday,Wallow,Vinyl,Yellow 1988 press vinyl
"USED - Zåth – Shit Pig // Unborn Oppressor 7""",Zåth,Shit Pig // Unborn Oppressor,Vinyl,Black 2012 press vinyl
USED - Obskuritatem – Vampirska Kakofonija LP,Obskuritatem,Vampirska Kakofonija,Vinyl,Red 2019 press vinyl
"Bedsore / Mortal Incarnation - Split 12""",Bedsore / Mortal Incarnation,Split,Vinyl,Black 2022 press vinyl
"Bedsore / Mortal Incarnation - Split 12""",Bedsore / Mortal Incarnation,Split,Vinyl,Silver In Clear 2022 press
Noctambulist - Atmospheres Of Desolation CD,Noctambulist,Atmospheres Of Desolation,CD,CD 2019
"USED - Out For Justice / Mourning - ...Used To Mean Something 7""",Out For Justice / Mourning,...Used To Mean Something,Vinyl,Blue Cover 2021 press (#17/150)
"USED - Out For Justice / Mourning - ...Used To Mean Something 7""",Out For Justice / Mourning,...Used To Mean Something,Vinyl,Red Cover 2021 press (#1/100)
USED - Archivist - Construct 2xLP,Archivist,Construct,Vinyl,Black 2017 press vinyl
USED - Eneferens - The Bleakness Of Our Constant LP (SIGNED),neferens,The Bleakness Of Our Constant LP (SIGNED),Vinyl,Purple/Grey 2018 press (SIGNED)
USED - Clouds - Legendary Demo CD,Clouds,Legendary Demo C,CD,CD 2007
USED - Lehnen – This Could Be Our Dream Home CD,Lehnen,This Could Be Our Dream Home C,CD,CD 2008
USED - Ocrilim – Annwn CD,Ocrilim,Annwn C,CD,CD 2008
USED - Pet Genius - Pet Genius CD,Pet Genius,Pet Genius C,CD,CD 2007
Knight Of The Round - Fate's Delusion LP,Knight Of The Round,Fate's Delusion,Vinyl,Splatter 2022 press vinyl
Knight Of The Round - Seven 2xLP,Knight Of The Round,Seven,Vinyl,White 2021 press vinyl
Final Form / Bloodfury - Split CD,Final Form / Bloodfury,Split,CD,CD 2023
Momentum - Momentum LP,Momentum,Momentum,Vinyl,Blue 2023 press vinyl
Momentum - Momentum LP,Momentum,Momentum,Vinyl,Black 2022 press vinyl
Mongrel - Off The Leash CD,Mongrel,Off The Leash,CD,CD 2022
"Nervous Light Of Sunday - Personality Formation 12""",Nervous Light Of Sunday,Personality Formation,Vinyl,Black 2022 press vinyl
"No Souls Saved - Not One Saved 7""",No Souls Saved,Not One Saved,Vinyl,Black 2023 press vinyl
"Queensway - The Real Fear 12""",Queensway,The Real Fear,Vinyl,Yellow 2023 press vinyl
Riot Stares - Sounds Of Acceleration LP,Riot Stares,Sounds Of Acceleration,Vinyl,Black 2023 press vinyl
Riot Stares - Sounds Of Acceleration CD,Riot Stares,Sounds Of Acceleration,CD,CD 2023
Simulakra - The Infection Spreads LP,Simulakra,The Infection Spreads,Vinyl,Gold 2022 press vinyl
Simulakra - The Infection Spreads Cassette,Simulakra,The Infection Spreads,Cassette,Cassette 2022
No Souls Saved - Not One Saved CD,No Souls Saved,Not One Saved,CD,CD 2022
Chaotian Vinyl 2-Pack,Chaotian Vinyl 2,Pack,Vinyl,2 x LPs
"Milorganaut - Jones Island 7""",Milorganaut,Jones Island,Vinyl,Black 2023 press vinyl
"Grave Infestation / Sněť - Split 7""",Grave Infestation / Sněť,Split,Vinyl,Black 2023 press vinyl
Astriferous - The Lower Levels Of Sentience LP,Astriferous,The Lower Levels Of Sentience,Vinyl,Black 1st press vinyl
Chaotian - Festering Excarnation LP,Chaotian,Festering Excarnation,Vinyl,Red 2022 press vinyl
Candarian - Stagnant Livor Mortis Cassette,Candarian,Stagnant Livor Mortis,Cassette,Cassette 2023
"Astriferous / Bloodsoaked Necrovoid - Split 7""",Astriferous / Bloodsoaked Necrovoid,Split,Vinyl,Red 1st press vinyl
Misanthropæ – Untitled LP,Misanthropæ,Untitled,Vinyl,Black 2022 press vinyl
USED - Blutumhang – Moonchants To Eternus Cassette,Blutumhang,Moonchants to Eternus,Cassette,White Shell 2022
USED - Dahulagiri – Old Castle Of The Forgotten Tape,ahulagiri,Old Castle Of The Forgotten,Cassette,Black Shell 2021
USED - Damghar – Exordiri Cassette,amghar,Exordiri,Cassette,Red Shell 2020
USED - Evoker - Evil Torment Cassette,voker,Evil Torment,Cassette,Black Shell 2020
USED - Fealty - Fealty Cassette,Fealty,Fealty,Cassette,Black Shell 2022
USED - Flammis Maledictis – Alisen maailman virroissa Cassette,Flammis Maledictis,Alisen maailman virroissa,Cassette,Splatter Shell 2020
USED - Häkkänfałt - The Dark Majesty Cassette,Häkkänfałt,The Dark Majesty,Cassette,Silver Shell 2022
USED - Le'Vampyric - Vampyric Castle (Demo) Cassette,Le'Vampyric,Vampyric Castle (Demo),Cassette,Black Shell 2021
USED - Noctilucent - Hollow Moon Cassette,Noctilucent,Hollow Moon,Cassette,Purple Shell 2021
USED - Obscure Skuadron – Mysterious Existence Tape,Obscure Skuadron,Mysterious Existence,Cassette,Printed Shell 2021
USED - Obscurum Tenebrarum – II - Vulgtlagln Azathoth Tape,Obscurum Tenebrarum – II,Vulgtlagln Azathoth,Cassette,Clear Shell 2022
"USED - Cystic - Incineration Rites 7""",Cystic,Incineration Rites,Vinyl,Black 2020 press vinyl
"USED - Gormanudr / Fidelis - Split 7""",Gormanudr / Fidelis,Split,Vinyl,White 2017 press vinyl
USED - The Black – Alongside Death LP,The Black,Alongside Death,Vinyl,Gatefold w/ Gold 2021 press
USED - Lamb Of God – Omens CD,Lamb Of God,Omens C,CD,CD 2022
USED - Hand Of Mercy – Resolve CD,Hand Of Mercy,Resolve C,CD,CD 2014
USED - The Distance – Your Closest Enemies CD,The Distance,Your Closest Enemies C,CD,Digipak 2003
USED - Canyons – One Man’s Trash CD,Canyons,One Man’s Trash C,CD,CD 2019
Infernal Diatribe – Admission Of Guilt CD,Infernal Diatribe,Admission Of Guilt,CD,Digipak 2016 (SEALED)
"Hyperdontia - A Vessel Forlorn 12"" EP",Hyperdontia,A Vessel Forlorn,Vinyl,Orange 2021 press vinyl
"Contention - Laying Waste To The Kingdom Of Oblivion 12""",Contention,Laying Waste To The Kingdom Of Oblivion,Vinyl,Purple 2022 press vinyl
"USED - Iron Rain – Silent Sins 7""",Iron Rain,Silent Sins,Vinyl,Not Blue Variant 2010 press vinyl (lim/98)
"USED - Undo Tomorrow Vs. Blood In Blood Out - Split 7""",ndo Tomorrow Vs. Blood In Blood Out,Split,Vinyl,Grey Marbled 2004 press vinyl
"USED - Undo Tomorrow Vs. Blood In Blood Out - Split 7""",ndo Tomorrow Vs. Blood In Blood Out,Split,Vinyl,Grey Marbled 2004 press vinyl (Tour Cover #114/125)
USED - Eagle Twin - The Unkindness Of Crows CD,agle Twin,The Unkindness Of Crows C,CD,Digipak 2009
USED - Dol Kruug - Eat Me CD,ol Kruug,Eat Me C,CD,Digipak 2014
USED - Cataract - With Triumph Comes Loss CD,Cataract,With Triumph Comes Loss C,CD,CD 2004
USED - Cariosus - Crime & Punishment CD,Cariosus,Crime & Punishment C,CD,CD 2015
USED - Beyond The Embrace - Insect Song CD,Beyond The Embrace,Insect Song C,CD,CD 2004
USED - Baby Stab Horror - In The Name Of Satan CD,Baby Stab Horror,In The Name Of Satan C,CD,CD 2008
USED - Atrox - Binocular CD,Atrox,Binocular C,CD,Digipak 2008
Wormed – Planisphærium LP,Wormed,Planisphærium,Vinyl,Distributor Exclusive 2023 press
"Wormed - Metaportal 12"" EP",Wormed,Metaportal,Vinyl,Distributor Exclusive 2023 press
USED - Gormathon - Following The Beast CD,Gormathon,Following The Beast C,CD,Digipak 2014
USED - Storm King - Angels Of Enmity CD,torm King,Angels Of Enmity C,CD,Digipak 2009
USED - Intravenous Contamination - Drowned In Human Fluids CD,Intravenous Contamination,Drowned In Human Fluids C,CD,CD 2015
USED - IXXI - Elect Darkness CD,IXXI,Elect Darkness C,CD,CD 2009
USED - Negative Reaction - Tales From The Insomniac CD,Negative Reaction,Tales From The Insomniac C,CD,Promo CD 2008
USED - Nominon - Terra Necrosis CD,Nominon,Terra Necrosis C,CD,Digipak 2007
USED - Oblivion - Called To Rise CD,Oblivion,Called To Rise C,CD,CD 2013
USED - Potentiam - Years In The Shadows CD,Potentiam,Years In The Shadows C,CD,CD 2006
USED - Trinacria - Travel Now Journey Infinitely CD,Trinacria,Travel Now Journey Infinitely C,CD,Digipak 2008
"Deus Mortem - The Fiery Blood 12""",Deus Mortem,The Fiery Blood,Vinyl,Black 2021 press vinyl
Krisiun LP 2-Pack,Krisiun LP 2,Pack,Vinyl,2 x LPs
Intronaut Vinyl 2-Pack,Intronaut Vinyl 2,Pack,Vinyl,2 x Records
USED - Förgjord – Laulu Kuolemasta CD,Förgjord,Laulu Kuolemasta C,CD,CD 2020
USED - Silver Knife – Unyielding / Unseeing CD,ilver Knife,Unyielding / Unseeing C,CD,Digipak 2020
USED - Adati – DCLXVI Cassette,Adati,DCLXVI,Cassette,Black Shell 2021 press
USED - Akhansha / Wampyric Rites – The Misanthropic Songs Of An Unholy Spirit Cassette,Akhansha / Wampyric Rites,The Misanthropic Songs Of An Unholy Spirit,Cassette,Black Shell 2021 press (#074/100)
USED - Burning Apparition Of The Master – The Bellowing Echoes Of Absurdity: Demo III Cassette,Burning Apparition of the Master,The Bellowing Echoes Of Absurdity: Demo III,Cassette,Yellow Shell 2021 press
Erzfeynd / Celestial Sword – Split Cassette,Erzfeynd / Celestial Sword,Split,Cassette,Black Shell 2021 press (SEALED)
USED - Lux Noctis – Land of the Vileblood Cassette,Lux Noctis,Land of the Vileblood,Cassette,Black Shell 2021 press (lim/50)
USED - Svinfylking / Isataii - Split Cassette,vinfylking / Isataii,Split,Cassette,Black Shell 2021 press
USED - Tezcatlipoca - Nahui Ocelotl Cassette,Tezcatlipoca,Nahui Ocelotl,Cassette,Clear Shell 2021 press
USED - TICK - IGNORANCE IS BLISS......TILL IT'S YOUR LIFE THAT IS SHIT Cassette,TICK,IGNORANCE IS BLISS......TILL IT'S YOUR LIFE THAT IS SHIT,Cassette,White Shell 2018 press
USED - Tugt – Ved Lysets Ophør Cassette,Tugt,Ved Lysets Ophør,Cassette,Clear Shell 2022 press
USED - Witch Ghetto – Rehearsal 2021 Cassette,Witch Ghetto,Rehearsal 2021,Cassette,Purple Shell 2021 press
USED - Kirottu – Deity Embers Cassette,Kirottu,Deity Embers,Cassette,White Shell 2021 press
BLEMISH - Nekroi Theoi - Dead Gods LP,BLEMISH,Nekroi Theoi - Dead Gods,Vinyl,Navy Blue w/ Red Splatter 1st press vinyl
Cryptic Oath - Inciting Insurrection CD,Cryptic Oath,Inciting Insurrection,CD,CD 2015
USED - Wetnurse - Invisible City LP,Wetnurse,Invisible City,Vinyl,Mint Green 2008 press vinyl
USED - Wolvhammer - The Obsidian Plains LP,Wolvhammer,The Obsidian Plains,Vinyl,Black 2012 press vinyl
"USED - Prong - Turnover 7""",Prong,Turnover,Vinyl,Green 2014 press vinyl
"Altarage - Sol Corrupto 12""",Altarage,Sol Corrupto,Vinyl,Clear w/ Smoke 2022 press (numbered/500)
Prophasis – Boundaries CD,Prophasis,Boundaries,CD,Digipak 2014 (SEALED)
Phrenelith - Chimaera Cassette,Phrenelith,Chimaera,Cassette,Cassette Tape 2021 press
Dead Congregation - Sombre Doom CD,Dead Congregation,Sombre Doom,CD,CD 2023
Sarcophagum - Conduits To The Underworld CD,Sarcophagum,Conduits To The Underworld,CD,CD 2023
Sarcophagum - Conduits To The Underworld Cassette,Sarcophagum,Conduits To The Underworld,Cassette,Cassette 2023
Blasphematory - The Lower Catacombs LP,Blasphematory,The Lower Catacombs,Vinyl,Black 2022 press vinyl
Blasphematory - The Lower Catacombs LP,Blasphematory,The Lower Catacombs,Vinyl,Blue 2022 press vinyl
Embrace Of Thorns - Entropy Dynamics CD,Embrace Of Thorns,Entropy Dynamics,CD,CD 2022
Cruciamentum - Engulfed In Desolation CD,Cruciamentum,Engulfed In Desolation,CD,CD 2019
Phrenelith - Chimaera CD,Phrenelith,Chimaera,CD,CD 2021
Choir - Songs For A Tarnished World LP,Choir,Songs For A Tarnished World,Vinyl,Splatter 2022 press (lim/136)
Choir - Songs For A Tarnished World LP,Choir,Songs For A Tarnished World,Vinyl,Clear 2022 press (lim/108)
BLEMISH - Caravels – Lacuna CD,BLEMISH,Caravels – Lacuna,CD,Digipak 2013
