description,artist,album,format,extra
"[SOLD OUT] ASTRAL SPECTRE ""Phantom Nightmare / The Oath is Broken"" double CD (2xCD digipak, lim.500)",ASTRAL SPECTRE,Phantom Nightmare / The Oath is Broken,CD,"(2xCD digipak, lim.500)"
"[SOLD OUT] KNIGHTS OF NVRUL ""Sri G'thra & Sword of Äonheart"" Double CD (2xCD digipak, lim.300)",KNIGHTS OF NVRUL,Sri G'thra & Sword of Äonheart,CD,"(2xCD digipak, lim.300)"
"[SOLD OUT] AUTREST ""Follow the Cold Path"" CD [digipak, lim.500]",AUTREST,Follow the Cold Path,CD,"[digipak, lim.500]"
"[SOLD OUT] MIDNIGHT BETROTHED ""Death... My Faithful Bride"" CD [digipak, lim.500] (The Seer)",Midnight Betrothed,Death... My Faithful Bride,CD,"[digipak, lim.500] (The Seer)"
"[SOLD OUT] OLD WIZARD ""I & II"" double CD [2xCD digipak] (lim.300)",OLD WIZARD,I & II,CD,[2xCD digipak] (lim.300)
"[SOLD OUT] CURTA'N WALL ""Siege Ubsessed"" CD w/ OBI [DVD Case]",CURTA'N WALL,Siege Ubsessed,CD,[DVD Case]
"[SOLD OUT] GELURE ""The Candlelight Tomes"" CD (digipak, w/ map)",GELURE,The Candlelight Tomes,CD,"(digipak, w/ map)"
"[SOLD OUT] GELURE ""Into the Chesfern Wood"" CD (digipak, w/ map)",GELURE,Into the Chesfern Wood,CD,"(digipak, w/ map)"
"[SOLD OUT] KIRKWOOD ""Knight of a Dark Grail"" CD PROMO *FREE W/ PURCHASE OVER $20*",KIRKWOOD,Knight of a Dark Grail,CD,
"FIEF ""V"" CD [jewel case, lim.300]",Fief,V,CD,"[jewel case, lim.300]"
"[SOLD OUT] MORT GARSON ""Journey to the Moon and Beyond"" vinyl LP (color)",MORT GARSON,Journey to the Moon and Beyond,Vinyl,(color)
"[SOLD OUT] MORT GARSON ""Mother Earth's Plantasia"" CD",MORT GARSON,Mother Earth's Plantasia,CD,
"[SOLD OUT] DUIVELSGROT ""T.I.T.K.M.B.I.A.I.D.M"" CD [digipak]",DUIVELSGROT,T.I.T.K.M.B.I.A.I.D.M,CD,[digipak]
"[SOLD OUT] GRINNING GOD ""Sardónios [extended]"" CD [digipak]",Grinning God,Sardónios [extended],CD,[digipak]
"[SOLD OUT] SAIDAN ""Onryō II: Her Spirit Eternal"" CD [digipak]",Saidan,Onryō II: Her Spirit Eternal,CD,[digipak]
"[SOLD OUT] BOLT THROWER ""Realm of Chaos"" vinyl LP",Bolt Thrower,Realm Of Chaos,Vinyl,
"[SOLD OUT] BLITZ ""Second Empire Justice"" vinyl LP (color w/ big poster)",Blitz,Second Empire Justice,Vinyl,(color w/ big poster)
"[SOLD OUT] SKUGGEHEIM ""Koldheitas Spekter"" vinyl LP (gatefold w/poster)",Skuggeheim,Koldheitas Spekter,Vinyl,(gatefold w/poster)
"SOLSTICE PYRE ""The Sighting of Ethereal Dimension"" vinyl LP (color w/insert)",SOLSTICE PYRE,The Sighting of Ethereal Dimension,Vinyl,(color w/insert)
"[SOLD OUT] DRAOIDH IUBHRACH ""s/t"" CD (slipcase)",DRAOIDH IUBHRACH,s/t,CD,(slipcase)
"[SOLD OUT] FROGZARD ""s/t"" CD (slimline) [Chaucerian Myth]",FROGZARD,s/t,CD,(slimline) [Chaucerian Myth]
"[SOLD OUT] KONJURO'S KEEP ""s/t"" CD (slimline) [Chaucerian Myth]",KONJURO'S KEEP,s/t,CD,(slimline) [Chaucerian Myth]
"[SOLD OUT] WINTERSPELLS ""Winds of Eternity"" vinyl LP (gatefold w/poster) [Till, Northern Solitude]",Winterspells,Winds of Eternity,Vinyl,"(gatefold w/poster) [Till, Northern Solitude]"
"[SOLD OUT] STRIBORG ""Through The Melancholy Tunnel of Despair"" 2xCD (double CD digipak, lim.200)",STRIBORG,Through The Melancholy Tunnel of Despair,CD,"(double CD digipak, lim.200)"
"[SOLD OUT] SECRET STAIRWAYS ""Enchantment Of The Ring"" vinyl LP (color)",SECRET STAIRWAYS,Enchantment Of The Ring,Vinyl,(color)
"PUTRID MARSH ""Laughing Shadows"" CD w/ slipcase [Lim.300]",Putrid Marsh,Laughing Shadows,CD,[Lim.300]
"QUEST MASTER ""The Twelve Castles / The Twelve Temples"" 2xCD [Double CD Digipak]",Quest Master,The Twelve Castles / The Twelve Temples,CD,[Double CD Digipak]
"QUEST MASTER ""The Twelve Castles / The Twelve Temples"" vinyl 2xLP (double LP gatefold, color)",Quest Master,The Twelve Castles / The Twelve Temples,Vinyl,"(double LP gatefold, color)"
"LEGENDRY ""Heavy Metal Adventure"" Vinyl 12""",LEGENDRY,Heavy Metal Adventure,Vinyl,
"[SOLD OUT] LEGENDRY ""Heavy Metal Adventure"" CD",LEGENDRY,Heavy Metal Adventure,CD,
"[SOLD OUT] LEGENDRY ""The Wizard And The Tower Keep"" CD (w/ slipcase)",LEGENDRY,The Wizard And The Tower Keep,CD,(w/ slipcase)
"[SOLD OUT] SAIDAN ""Onryō: Vengeful Spirits In The Eastern Night"" vinyl LP (black 180g w/ insert)",Saidan,Onryō: Vengeful Spirits In The Eastern Night,Vinyl,(black 180g w/ insert)
"[SOLD OUT] SAIDAN ""Onryō II: Her Spirit Eternal"" vinyl LP (red 180g)",Saidan,Onryō II: Her Spirit Eternal,Vinyl,(red 180g)
"[SOLD OUT] GHOST BATH ""Starmourner"" vinyl 2xLP DELUXE (color, gatefold, poster, sticker, 2 inserts)",GHOST BATH,Starmourner,Vinyl,"(color, gatefold, poster, sticker, 2 inserts)"
"[SOLD OUT] LUNAR SPELLS / ORDER OF NOSFERAT ""Shadowrealm Incantations"" vinyl LP (w/ 2 stickers + insert, lim. 700)",LUNAR SPELLS / ORDER OF NOSFERAT,Shadowrealm Incantations,Vinyl,"(w/ 2 stickers + insert, lim. 700)"
"[SOLD OUT] ASTRAL SPECTRE ""Phantom Nightmare"" vinyl LP (color, lim. 184)",ASTRAL SPECTRE,Phantom Nightmare,Vinyl,"(color, lim. 184)"
"[SOLD OUT] HERBSTLETHARGIE ""Melancholie im Blattfall"" vinyl 2xLP (gatefold, color, lim. 342)",HERBSTLETHARGIE,Melancholie im Blattfall,Vinyl,"(gatefold, color, lim. 342)"
"OFERWINTRAN ""Demo"" vinyl LP (lim.300)",OFERWINTRAN,Demo,Vinyl,(lim.300)
"[SOLD OUT] GRAVE PILGRIM ""Molten Hands Reach West"" vinyl LP (color, w/ insert, lim.218)",GRAVE PILGRIM,Molten Hands Reach West,Vinyl,"(color, w/ insert, lim.218)"
"[SOLD OUT] ELFFOR ""Condemned to Wander"" vinyl LP (black, lim. 199)",Elffor,Condemned to Wander,Vinyl,"(black, lim. 199)"
"[SOLD OUT] BELORE ""Artefacts"" vinyl LP (color, lim. 333)",Belore,Artefacts,Vinyl,"(color, lim. 333)"
"[SOLD OUT] SANGUINE RELIC ""III - The Vampyre Weeps In Secrecy Of The Night"" vinyl LP",Sanguine Relic,III - The Vampyre Weeps In Secrecy Of The Night,Vinyl,
"SANGUINE RELIC ""Blood On Old Altars In Remembrance"" vinyl LP",Sanguine Relic,Blood On Old Altars In Remembrance,Vinyl,
"SANGUINE RELIC ""I"" vinyl LP",Sanguine Relic,I,Vinyl,
"[SOLD OUT] FOGWEAVER ""Magelight"" CD (lim.50, numbered, w/OBI)",Fogweaver,Magelight,CD,"(lim.50, numbered, w/OBI)"
"GRIMDOR ""The Land of Shadow"" vinyl LP (clear-100 or oxblood-250, w/insert)",Grimdor,The Land of Shadow,Vinyl,"(clear-100 or oxblood-250, w/insert)"
"[SOLD OUT] GRIMDOR ""The Land of Shadow"" CD (lim.50, numbered, w/OBI)",Grimdor,The Land of Shadow,CD,"(lim.50, numbered, w/OBI)"
"[SOLD OUT] MESARTHIM ""Arrival"" CD (digipak)",Mesarthim,Arrival,CD,(digipak)
"[SOLD OUT] KLYVR ""Beyond the Pale"" vinyl LP (lim.150 w/insert & CD) [CONIFEROUS MYST]",Klyvr,Beyond the Pale,Vinyl,(lim.150 w/insert & CD) [CONIFEROUS MYST]
"HVERGELMIR ""Tomten"" vinyl LP (lim.150 w/insert)",Hvergelmir,Tomten,Vinyl,(lim.150 w/insert)
"MAGIC FIND ""Magic Find"" vinyl LP (lim.150 w/insert)",Magic Find,Magic Find,Vinyl,(lim.150 w/insert)
"[SOLD OUT] WOLFTOWER ""Gathering of the Forlorn Souls"" vinyl LP",Wolftower,Gathering of the Forlorn Souls,Vinyl,
"[SOLD OUT] BÄTLICK ""Manifestations '22"" vinyl LP",BÄTLICK,Manifestations '22,Vinyl,
"[SOLD OUT] MANIERISME ""フローリア"" vinyl LP",Manierisme,フローリア,Vinyl,
"[SOLD OUT] MANIERISME ""Everyone Has Two Sides"" vinyl LP",Manierisme,Everyone Has Two Sides,Vinyl,
"[SOLD OUT] CHRISTIAN COSENTINO / WINTERQUILT ""Portals to Perdition"" vinyl LP (color)",Christian Cosentino / Winterquilt,Portals to Perdition,Vinyl,(color)
"[SOLD OUT] CHRISTIAN COSENTINO ""High Rising Times"" vinyl LP (color, w/insert)",Christian Cosentino,High Rising Times,Vinyl,"(color, w/insert)"
"GRINNING GOD ""Sardónios [extended]"" vinyl LP (color)",Grinning God,Sardónios [extended],Vinyl,(color)
"[SOLD OUT] SANCTUAIRE ""Echo 3 - Frisson D'Éternité"" vinyl LP (gatefold w/ OBI)",Sanctuaire,Echo 3 - Frisson D'Éternité,Vinyl,(gatefold w/ OBI)
"[SOLD OUT] CALDERUM ""Lord Cramridor"" vinyl LP (color, lim.300)",CALDERUM,Lord Cramridor,Vinyl,"(color, lim.300)"
"[SOLD OUT] DEPRESSIVE SILENCE ""II: The Darkened Empires"" vinyl LP (clear, w/ insert)",Depressive Silence,II: The Darkened Empires,Vinyl,"(clear, w/ insert)"
"[SOLD OUT] GOTHMOG ""Medieval Journeys"" vinyl LP (color w/insert)",Gothmog,Medieval Journeys,Vinyl,(color w/insert)
"[SOLD OUT] HOLE DWELLER ""Returns to Roost"" Vinyl LP (color w/insert)",Hole Dweller,Returns to Roost,Vinyl,(color w/insert)
"[SOLD OUT] RUPRECHT 4500 ""St. Nimmerleinstag"" vinyl LP (w/ poster) [Sigfrid]",RUPRECHT 4500,St. Nimmerleinstag,Vinyl,(w/ poster) [Sigfrid]
"[SOLD OUT] PIPE SMOKER ""Riverside"" vinyl LP (color)",PIPE SMOKER,Riverside,Vinyl,(color)
"TINY MOUSE ""Escaping the Cat"" vinyl LP (color)",TINY MOUSE,Escaping the Cat,Vinyl,(color)
"[SOLD OUT] DIES ATER ""Reign of Tempests + Rabenflug"" vinyl LP (color, lim. 199)",DIES ATER,Reign of Tempests + Rabenflug,Vinyl,"(color, lim. 199)"
"[SOLD OUT] OLD NICK ""Ghost O'Clock"" vinyl LP (black)",Old Nick,Ghost O'Clock,Vinyl,(black)
"[SOLD OUT] HOLE DWELLER ""Flies the Coop"" Vinyl LP (color w/insert)",Hole Dweller,Flies the Coop,Vinyl,(color w/insert)
"[SOLD OUT] MACTÄTUS ""Provenance Of Cruelty"" vinyl LP (color, lim. 333)",MACTÄTUS,Provenance Of Cruelty,Vinyl,"(color, lim. 333)"
"[SOLD OUT] SVET ""The Truth"" vinyl LP (color, lim. 199)",SVET,The Truth,Vinyl,"(color, lim. 199)"
"[SOLD OUT] LUNAR SPELLS ""Demise of Heaven"" vinyl LP (color, lim. 199)",Lunar Spells,Demise of Heaven,Vinyl,"(color, lim. 199)"
"[SOLD OUT] RUADH ""Sovereign"" vinyl 2xLP (color, gatefold, lim. 199)",RUADH,Sovereign,Vinyl,"(color, gatefold, lim. 199)"
"[SOLD OUT] RUADH ""The Rock of the Clyde"" vinyl 2xLP (color, gatefold, lim. 199)",RUADH,The Rock of the Clyde,Vinyl,"(color, gatefold, lim. 199)"
"[SOLD OUT] FOGLORD ""Celestial"" CD [w/ OBI, lim.50]",FOGLORD,Celestial,CD,"[w/ OBI, lim.50]"
"SEQUESTERED KEEP ""Wandering Far"" DELUXE vinyl LP (lim.100, numbered w/ bonus 12"", clear w/insert)",Sequestered Keep,Wandering Far,Vinyl,"(lim.100, numbered w/ bonus 12"", clear w/insert)"
"FIEF ""V"" vinyl LP [color, lim.300, 4th pressing]",Fief,V,Vinyl,"[color, lim.300, 4th pressing]"
"SEQUESTERED KEEP ""Wandering Far"" vinyl LP (lim.250, color w/insert)",Sequestered Keep,Wandering Far,Vinyl,"(lim.250, color w/insert)"
"SEQUESTERED KEEP ""The Vale of Ruined Towers"" vinyl LP (lim.100, clear w/insert)",Sequestered Keep,The Vale of Ruined Towers,Vinyl,"(lim.100, clear w/insert)"
"SEQUESTERED KEEP ""The Vale of Ruined Towers"" vinyl LP (lim.250 color w/insert)",Sequestered Keep,The Vale of Ruined Towers,Vinyl,(lim.250 color w/insert)
"FOGLORD ""Celestial"" vinyl 2xLP (clear double LP w/insert, bonus tracks)",FOGLORD,Celestial,Vinyl,"(clear double LP w/insert, bonus tracks)"
"[SOLD OUT] RUADH ""Eternal"" vinyl 2xLP (color, gatefold, lim. 199)",RUADH,Eternal,Vinyl,"(color, gatefold, lim. 199)"
"HORN ""20 Jahre"" CD [digipak, lim.1000]",HORN,20 Jahre,CD,"[digipak, lim.1000]"
"[SOLD OUT] PENTAGRAM ""Show 'em How"" CD [hardcover digibook, lim.999]",Pentagram,Show 'em How,CD,"[hardcover digibook, lim.999]"
"[SOLD OUT] KËKHT ARÄKH ""Night and Love"" vinyl LP (color, w/ insert)",KËKHT ARÄKH,Night and Love,Vinyl,"(color, w/ insert)"
"[SOLD OUT] SKUGGEHEIM ""Samlede Verker"" 3xCD [triple CD digipak]",Skuggeheim,Samlede Verker,CD,[triple CD digipak]
"[SOLD OUT] PURZUM ""Filosofeline"" CD (digipak)",PURZUM,Filosofeline,CD,(digipak)
"[SOLD OUT] RETROGOBLIN ""Retrogoblin I + The Lost Levels"" vinyl LP (color, lim.200)",RETROGOBLIN,Retrogoblin I + The Lost Levels,Vinyl,"(color, lim.200)"
"[SOLD OUT] WORM ""Gloomlord"" vinyl LP [w/ huge poster]",Worm,Gloomlord,Vinyl,[w/ huge poster]
"[SOLD OUT] SEVEROTH ""Solitude"" vinyl 2xLP (double LP gatefold, lim.200)",SEVEROTH,Solitude,Vinyl,"(double LP gatefold, lim.200)"
"[SOLD OUT] SEVEROTH ""Forestpaths"" vinyl 2xLP (double LP gatefold, lim.200)",SEVEROTH,Forestpaths,Vinyl,"(double LP gatefold, lim.200)"
"[SOLD OUT] VINTERSORG ""Till Fjälls"" vinyl LP (gatefold, color, poster)",VINTERSORG,Till Fjälls,Vinyl,"(gatefold, color, poster)"
"[SOLD OUT] VINTERSORG ""Odemarkens Son"" vinyl LP (gatefold, color, poster)",VINTERSORG,Odemarkens Son,Vinyl,"(gatefold, color, poster)"
"[SOLD OUT] DIO ""5 Classic Albums"" 5xCD (slipcase box set)",Dio,5 Classic Albums,CD,(slipcase box set)
"[SOLD OUT] RIFTI BEATS ""Chocobo and Chill"" vinyl LP (color)",RIFTI BEATS,Chocobo and Chill,Vinyl,(color)
"[SOLD OUT] BATHORY ""Blood Fire Death"" vinyl LP (w/ insert)",Bathory,Blood Fire Death,Vinyl,(w/ insert)
"[SOLD OUT] BATHORY ""The Return"" vinyl LP (w/ insert)",Bathory,The Return,Vinyl,(w/ insert)
"[SOLD OUT] BATHORY ""Hammerheart"" vinyl 2xLP (double LP w/ insert)",Bathory,Hammerheart,Vinyl,(double LP w/ insert)
"[SOLD OUT] THE GATES ""...Of Pandemonium"" vinyl LP (color w/ 2 stickers, insert)",THE GATES,...Of Pandemonium,Vinyl,"(color w/ 2 stickers, insert)"
"[SOLD OUT] GRANDEUR ""Aurea Aetas"" vinyl LP (etched, lim.199)",GRANDEUR,Aurea Aetas,Vinyl,"(etched, lim.199)"
"[SOLD OUT] LUNAR SPELLS ""Where Silence Whispers"" vinyl LP (lim.199, color)",Lunar Spells,Where Silence Whispers,Vinyl,"(lim.199, color)"
"[SOLD OUT] MIDNIGHT BETROTHED ""Dreamless"" vinyl LP (lim.199, color)",Midnight Betrothed,Dreamless,Vinyl,"(lim.199, color)"
"[SOLD OUT] ELDAMAR ""The Force of the Ancient Land"" Vinyl 2xLP (double LP gatefold, color, lim. 199)",Eldamar,The Force of the Ancient Land,Vinyl,"(double LP gatefold, color, lim. 199)"
"[SOLD OUT] ATILLA CSIHAR ""Void Ov Voices : Baalbek"" vinyl LP (gatefold w/booklet) [Mayhem]",ATILLA CSIHAR,Void Ov Voices : Baalbek,Vinyl,(gatefold w/booklet) [Mayhem]
"MORT GARSON ""Mother Earth's Plantasia"" vinyl LP (color, w/booklet/seeds/download)",MORT GARSON,Mother Earth's Plantasia,Vinyl,"(color, w/booklet/seeds/download)"
"[SOLD OUT] SULPHURIC NIGHT ""Black Metal Tyranny"" vinyl 7"" EP [Shadow Dungeon]",Sulphuric Night,Black Metal Tyranny,Vinyl,[Shadow Dungeon]
"[SOLD OUT] CELESTIAL SWORD ""Dawn of the Crimson Moon"" vinyl LP (color)",Celestial Sword,Dawn of the Crimson Moon,Vinyl,(color)
"[SOLD OUT] LAMP OF MURMUUR ""Punishment and Devotion"" vinyl LP (color)",Lamp of Murmuur,Punishment and Devotion,Vinyl,(color)
"[SOLD OUT] BETHEXUHL ANXALTHAN ""Bethexuhl Anxalthan"" vinyl LP",Bethexuhl Anxalthan,Bethexuhl Anxalthan,Vinyl,
"[SOLD OUT] MNIMA ""Gathering Sorcery to the Eternal Portals of the Past"" vinyl LP (gatefold) [Μνήμα]",MNIMA,Gathering Sorcery to the Eternal Portals of the Past,Vinyl,(gatefold) [Μνήμα]
"[SOLD OUT] XIRGAN / TILL ""A Clash of Darkened Sorcery"" vinyl LP (w/ insert)",Xirgan / Till,A Clash of Darkened Sorcery,Vinyl,(w/ insert)
"[SOLD OUT] SOMME ""Somme"" vinyl LP (lim.300 w/ insert)",SOMME,Somme,Vinyl,(lim.300 w/ insert)
"[SOLD OUT] REVENANT MARQUIS ""Youth in Ribbons"" vinyl LP (glow in the dark)",Revenant Marquis,Youth in Ribbons,Vinyl,(glow in the dark)
"[SOLD OUT] LAMP OF MURMUUR ""Chasing The Path Of The Hidden Master"" vinyl LP (color)",Lamp of Murmuur,Chasing The Path Of The Hidden Master,Vinyl,(color)
"SCHEMER HEER ""The Dragon, His Angels And The Exaltation Of Death"" Vinyl LP (lim. 100)",SCHEMER HEER,"The Dragon, His Angels And The Exaltation Of Death",Vinyl,(lim. 100)
"[SOLD OUT] STORMKEEP ""Tales of Othertime"" vinyl LP (color, repress)",Stormkeep,Tales of Othertime,Vinyl,"(color, repress)"
"BARAK TOR ""Regal Hymns of Blood"" Vinyl LP (lim. 100)",BARAK TOR,Regal Hymns of Blood,Vinyl,(lim. 100)
"BARAK TOR ""March of the Triumphator"" Vinyl LP (lim. 100)",BARAK TOR,March of the Triumphator,Vinyl,(lim. 100)
"[SOLD OUT] QUEST MASTER ""Sword & Circuitry"" CD w/ slipcase [Lim.300]",Quest Master,Sword & Circuitry,CD,[Lim.300]
"[SOLD OUT] ERED WETHRIN ""Tides of War"" CD [digipak] (Caladan Brood)",Ered Wethrin,Tides of War,CD,[digipak] (Caladan Brood)
"[SOLD OUT] LAMP OF MURMUUR ""Saturnian Bloodstorm"" CD",Lamp of Murmuur,Saturnian Bloodstorm,CD,
"[SOLD OUT] SARGEIST ""Let the Devil In"" CD [A5 size digipak] (lim.300)",Sargeist,Let the Devil In,CD,[A5 size digipak] (lim.300)
"[SOLD OUT] THRONE OF AHAZ ""Nifelheim"" CD [digipak] (lim.500)",THRONE OF AHAZ,Nifelheim,CD,[digipak] (lim.500)
"[SOLD OUT] AVZHIA ""Dark Emperors"" CD [digipak] (lim.300)",Avzhia,Dark Emperors,CD,[digipak] (lim.300)
"[SOLD OUT] FORGOTTEN KINGDOMS ""Untrodden Paths Forever Winding"" CD (lim.150)",Forgotten Kingdoms,Untrodden Paths Forever Winding,CD,(lim.150)
"[SOLD OUT] CROMWORX ""Cromworx"" CD (digipak, lim.500) [Orkrist]",CROMWORX,Cromworx,CD,"(digipak, lim.500) [Orkrist]"
"[SOLD OUT] CÂN BARDD ""The Last Rain"" CD",CÂN BARDD,The Last Rain,CD,
"[SOLD OUT] CÂN BARDD ""Nature Stays Silent"" CD",CÂN BARDD,Nature Stays Silent,CD,
"HILLSFAR ""The Moonsea Saga"" vinyl 2xLP (Double LP Gatefold, color, lim.300)",Hillsfar,The Moonsea Saga,Vinyl,"(Double LP Gatefold, color, lim.300)"
"OUBLIETH ""Mornelance"" vinyl LP (black or color)",Oublieth,Mornelance,Vinyl,(black or color)
"OUBLIETH ""À l'Ombre du Royaume en Cendres"" vinyl LP (black or color)",Oublieth,À l'Ombre du Royaume en Cendres,Vinyl,(black or color)
"[SOLD OUT] LAMP OF MURMUUR ""Submission and Slavery"" vinyl LP (color)",Lamp of Murmuur,Submission and Slavery,Vinyl,(color)
"[SOLD OUT] LAMP OF MURMUUR ""The Burning Spears Of Crimson Agony"" vinyl LP",Lamp of Murmuur,The Burning Spears Of Crimson Agony,Vinyl,
"[SOLD OUT] DEPARTURE CHANDELIER ""The Black Crest Of Death, The Gold Wreath Of War"" vinyl LP (w/insert + poster)",Departure Chandelier,"The Black Crest of Death, the Gold Wreath of War",Vinyl,(w/insert + poster)
"[SOLD OUT] DEPARTURE CHANDELIER ""Dripping Papal Blood"" vinyl LP (w/insert, etched)",Departure Chandelier,Dripping Papal Blood,Vinyl,"(w/insert, etched)"
"[SOLD OUT] ÖRNATORPET ""Evigt främmande, evigt fjärran"" vinyl LP (color)",Örnatorpet,"Evigt Främmande, Evigt Fjärran",Vinyl,(color)
"[SOLD OUT] PANOPTICON "" ...And Again Into The Light"" Vinyl 2xLP + CD (color, gatefold w/ booklet)",Panopticon,...And Again Into The Light,Vinyl,"(color, gatefold w/ booklet)"
"[SOLD OUT] VALAC ""Leaning Towards Bitter Misery"" vinyl LP (color)",Valac,Leaning Towards Bitter Misery,Vinyl,(color)
"[SOLD OUT] KOMMODUS / VALAC ""Eclipsing Honour & Decay"" split vinyl LP (color, w/insert)",Kommodus / Valac,Eclipsing Honour & Decay,Vinyl,"(color, w/insert)"
"[SOLD OUT] PHANTOM SPIRE ""Our Heaven Amongst The Stars"" vinyl LP (lim.100)",PHANTOM SPIRE,Our Heaven Amongst The Stars,Vinyl,(lim.100)
"[SOLD OUT] PHANTOM SPIRE ""Murderous Ruminations In Black Tile Chambers"" vinyl LP (lim.100)",PHANTOM SPIRE,Murderous Ruminations In Black Tile Chambers,Vinyl,(lim.100)
"[SOLD OUT] PUMPKIN WITCH ""The Return of the Pumpkin Witch"" vinyl LP (color, lim.400)",PUMPKIN WITCH,The Return of the Pumpkin Witch,Vinyl,"(color, lim.400)"
"[SOLD OUT] BILWIS ""Sagenwelt"" vinyl LP (color, lim.199)",BILWIS,Sagenwelt,Vinyl,"(color, lim.199)"
"BILWIS ""Pan"" vinyl LP (color, lim.199)",BILWIS,Pan,Vinyl,"(color, lim.199)"
"[SOLD OUT] AN OLD SAD GHOST ""The Path Of A Tongueless Knight"" vinyl LP (180g, numbered, lim. 200)",AN OLD SAD GHOST,The Path Of A Tongueless Knight,Vinyl,"(180g, numbered, lim. 200)"
"[SOLD OUT] UMBRIA ""Farwalker"" vinyl 2xLP (180g double LP, numbered, lim. 200)",UMBRIA,Farwalker,Vinyl,"(180g double LP, numbered, lim. 200)"
"[SOLD OUT] MAJESTIES ""Vast Reaches Unclaimed"" vinyl LP (color) [Obsequiae]",Majesties,Vast Reaches Unclaimed,Vinyl,(color) [Obsequiae]
"ULTHAR ""Helionomicon"" vinyl LP (color)",ULTHAR,Helionomicon,Vinyl,(color)
"ULTHAR ""Anthronomicon"" vinyl LP (color)",ULTHAR,Anthronomicon,Vinyl,(color)
"[SOLD OUT] KOMMAND ""Death Age"" vinyl LP (color)",Kommand,Death Age,Vinyl,(color)
"QUEST MASTER ""Lost Songs of Distant Realms"" vinyl 2xLP (double LP gatefold, color)",Quest Master,Lost Songs of Distant Realms,Vinyl,"(double LP gatefold, color)"
"[SOLD OUT] LANDSTRYKAR ""A Walk Amidst the Cairns"" CD (digipak, lim.200)",LANDSTRYKAR,A Walk Amidst the Cairns,CD,"(digipak, lim.200)"
"[SOLD OUT] STORMKEEP ""Tales of Othertime"" CD (jewel case)",Stormkeep,Tales of Othertime,CD,(jewel case)
"[SOLD OUT] CANDELABRUM ""Nocturnal Trance"" vinyl LP (w/ insert + poster)",Candelabrum,Nocturnal Trance,Vinyl,(w/ insert + poster)
"[SOLD OUT] BLACK DEATH ""Black Death"" vinyl LP + 7"" (gatefold, w/ poster)",BLACK DEATH,Black Death,Vinyl,"(gatefold, w/ poster)"
"[SOLD OUT] IRON AGE ""The Sleeping Eye"" CD [Eternal Champion]",IRON AGE,The Sleeping Eye,CD,[Eternal Champion]
"[SOLD OUT] KOMMAND ""Death Age"" CD",Kommand,Death Age,CD,
"[SOLD OUT] WORM ""Bluenothing"" CD",Worm,Bluenothing,CD,
"[SOLD OUT] WORM ""Gloomlord"" CD",Worm,Gloomlord,CD,
"[SOLD OUT] BOLT THROWER ""Mercenary"" vinyl LP (gatefold, lim. 500 w/ giant poster)",Bolt Thrower,Mercenary,Vinyl,"(gatefold, lim. 500 w/ giant poster)"
"[SOLD OUT] BOLT THROWER ""Those Once Loyal"" vinyl LP (gatefold, lim. 500 w/ giant poster)",Bolt Thrower,Those Once Loyal,Vinyl,"(gatefold, lim. 500 w/ giant poster)"
"[SOLD OUT] EMPYRIUM ""...der wie ein Blitz vom Himmel fiel..."" vinyl LP (etched, w/lyrics insert)",EMPYRIUM,...der wie ein Blitz vom Himmel fiel...,Vinyl,"(etched, w/lyrics insert)"
"[SOLD OUT] ALCEST ""Écailles De Lune"" vinyl LP (w/insert+poster)",ALCEST,Écailles De Lune,Vinyl,(w/insert+poster)
"[SOLD OUT] ARCTURUS ""Aspera Hiems Symfonia"" vinyl LP (gatefold, black/200)",Arcturus,Aspera Hiems Symfonia,Vinyl,"(gatefold, black/200)"
"[SOLD OUT] MOLCHAT DOMA ""S Krysh Nashikh Domov"" vinyl LP (color) [Молчат Дома ""С Крыш Наших Домо""]",MOLCHAT DOMA,S Krysh Nashikh Domov,Vinyl,"(color) [Молчат Дома ""С Крыш Наших Домо""]"
"[SOLD OUT] MOLCHAT DOMA ""Etazhi"" vinyl LP (color) [Молчат Дома ""Этажи""]",MOLCHAT DOMA,Etazhi,Vinyl,"(color) [Молчат Дома ""Этажи""]"
"[SOLD OUT] KËKHT ARÄKH ""Pale Swordsman"" CD (digipak) [Felvum]",KËKHT ARÄKH,Pale Swordsman,CD,(digipak) [Felvum]
"SPECTRAL CASTLE ""I Remain..."" vinyl LP",SPECTRAL CASTLE,I Remain...,Vinyl,
"[SOLD OUT] SWITCHED ON SNES ""Secret of Mana"" vinyl LP",SWITCHED ON SNES,Secret of Mana,Vinyl,
"[SOLD OUT] KËKHT ARÄKH ""Pale Swordsman"" vinyl LP (color, w/ insert)",KËKHT ARÄKH,Pale Swordsman,Vinyl,"(color, w/ insert)"
"[SOLD OUT] YAHAR'GUL ""Yahar'gul"" vinyl LP (lim.150, numbered, w/ insert)",Yahar'gul,Yahar'gul,Vinyl,"(lim.150, numbered, w/ insert)"
"[SOLD OUT] YEZDIN ""Modra Veda"" vinyl LP (lim.200 w/ insert)",Yezdin,Modra Veda,Vinyl,(lim.200 w/ insert)
"[SOLD OUT] YEZDIN ""Svarunistična Protikultura"" vinyl LP (lim.200 w/ insert)",Yezdin,Svarunistična Protikultura,Vinyl,(lim.200 w/ insert)
